qtdActivityPostAnswer;QtdfActivityBadgeEarned;QtdActivityCommentPosted;qtsActivityQUestionPosted;qtdANswe;qtdTotalScoreAnswer;avgScoreANsw;qtdTotalBadges;QtdTotalBadgesBronze;qtdTotalBadgesSilver;qtdTotalBadgesGo;qtdComment;qtdTotalScoreCommen;AvgScoreCommen;qtdQuestion;QtdTotalScoreQuesdti;avgScoreQuesti;QtdTotalViewsQuestion;avgQTdViewsQUesti;userScore;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers
0;0;0;0;1;0;0;4;4;0;0;1;0;0;1;1;1;1074;1074;3;79;55;6;1;13;40;1;8;5;100;96;4;627;6,27;8;0;8;0;100;437;4,37;135;1,35;275;25;8;7;10;658;658;10;10;3;3;3;5;5;33,8;33,8;0,6;0,6;13;1;1;77
0;0;0;0;22;25;1,14;17;13;4;0;83;20;0,24;8;9;1,13;2504;313;58;249;15;21;2;12;7;2;12;6;58;47;11;169;2,91;4;0;4;0;57;1022;18;273;4,79;206;300;263;26;11;167;167;0;0;6;6;1;0;0;14,8;14,8;15;15;6;1;1;315
1;0;0;0;143;253;1,77;130;82;43;5;268;73;0,27;73;155;2,12;216763;2969,36;201;12;0;5;0;2;0;0;0;1;13;9;4;26;2;3;0;3;0;47;688;15;83;1,77;90;178;144;19;15;618;309;1;2;26;13;2;3;1,5;20,7;10,35;20,1;10,05;28;1;1;15
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;46;2;2;1;2;2;1;5;2;6;3;3;23;3,83;0;0;0;0;51;1444;28;46;0,9;98;44;42;1;1;1253;1253;37;37;2;2;5;0;0;0,6;0,6;2,1;2,1;39;1;1;123
11;3;5;2;5;-1;-0,2;9;9;0;0;18;2;0,11;12;4;0,33;4947;412,25;20;3671;250;536;467;173;54;43;100;113;100;69;31;190;1,9;0;0;0;0;100;2041;20;139;1,39;251;153;105;18;30;1963;1963;2;2;8;8;5;1;1;3,4;3,4;10,5;10,5;10;1;1;4377
0;0;0;0;1;1;1;13;10;3;0;18;1;0,06;9;6;0,67;12144;1349,33;8;14;2;0;0;4;2;0;5;0;20;14;6;37;1,85;0;0;0;0;55;642;11,67;113;2,05;148;31;8;16;7;95;95;0;0;4;4;1;0;0;20,8;20,8;24;24;4;1;1;142
0;0;0;0;1;0;0;2;2;0;0;3;1;0,33;3;2;0,67;124;41,33;13;79;1;3;0;7;1;0;7;3;49;30;19;60;1,22;12;0;12;0;70;1535;22;101;1,44;175;49;27;3;19;389;389;0;0;4;4;1;0;0;8;8;11,9;11,9;4;1;1;85
3;2;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;2;2;1;0;0;0;0;65;1032;16;120;1,85;145;0;0;0;0;6463;6463;77;77;107;107;4;0;0;7,8;7,8;177,7;177,7;185;1;4;75
0;0;0;0;50;144;2,88;34;22;12;0;49;26;0,53;4;7;1,75;5704;1426;80;327;6;29;24;15;3;12;10;8;100;99;1;657;6,57;0;0;0;0;100;11540;115;527;5,27;247;440;305;108;27;43032;43032;6;6;298;298;3;30;30;15,2;15,2;62,1;62,1;304;1;1;4960
87;13;55;4;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;160;2;0;0;12;2;0;4;0;57;51;6;357;6,26;20;0;20;0;39;2391;61;98;2,51;53;66;36;22;8;327;327;1;1;0;0;3;0;0;8,1;8,1;5,2;5,2;1;1;1;111
39;22;12;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;4;255;2;5;4;10;2;2;8;1;7;4;3;16;2,29;7;0;7;0;39;2398;61;153;3,92;130;161;149;8;4;541;541;0;0;9;9;1;0;0;19,5;19,5;16,3;16,3;9;1;1;41
1;1;0;0;1;4;4;1;1;0;0;0;0;0;0;0;0;0;0;1;10;1;5;2;5;1;2;3;4;72;56;16;1096;15,22;50;6;36;0;41;20112;491;868;21,17;57;266;107;88;71;716;716;1;1;1;1;3;0;0;1,2;1,2;11;11;2;1;1;2123
0;0;0;0;6;4;0,67;4;4;0;0;3;0;0;0;0;0;0;0;8;32;2;0;0;1;2;0;12;0;4;2;2;4;1;0;0;0;0;84;473;5,63;119;1,42;192;18;16;0;2;8;8;0;0;0;0;1;0;0;0;0;2;2;0;1;1;19
0;0;0;0;1;0;0;3;3;0;0;0;0;0;1;2;2;1609;1609;5;10;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;45;565;12,56;154;3,42;120;4;3;0;1;429;429;0;0;10;10;1;4;4;4,9;4,9;11;11;10;1;1;180
17;2;13;1;7;56;8;33;21;11;1;66;29;0,44;12;19;1,58;20224;1685,33;32;1702;28;161;65;70;23;16;46;48;100;100;0;750;7,5;0;0;0;0;100;751;7,51;143;1,43;241;187;169;9;9;75588;75588;296;296;1063;1063;5;20;20;6,1;6,1;12,4;12,4;1360;1;5;276
0;0;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;56;0;0;1;4;0;1;3;0;11;10;1;26;2,36;3;0;3;0;86;606;7,05;132;1,53;151;54;35;12;7;69;69;0;0;0;0;1;0;0;1,4;1,4;3,7;3,7;0;1;1;89
0;0;0;0;3;0;0;2;2;0;0;0;0;0;1;0;0;27;27;7;553;3;46;160;73;3;4;39;14;41;39;2;170;4,15;22;0;21;0;100;942;9,42;100;1;180;436;223;57;156;800;800;0;0;2;2;1;0;0;4,8;4,8;2,9;2,9;2;1;1;199
0;0;0;0;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;3;136;16;58;3;21;14;3;13;24;100;58;42;284;2,84;3;1;1;0;64;2848;45;157;2,45;128;408;291;102;15;248;248;0;0;2;2;1;0;0;8,8;8,8;29;29;2;1;1;93
85;3;48;6;5;26;5,2;9;6;3;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;1;0;39;0;9;5;4;97;10,78;1;0;1;0;100;150;1,5;109;1,09;373;0;0;0;0;6198;6198;4;4;231;231;5;2;2;33,2;33,2;31,3;31,3;235;1;1;330
3;2;0;0;4;9;2,25;7;7;0;0;6;0;0;1;2;2;60;60;10;244;13;11;0;17;3;0;7;7;36;31;5;76;2,11;5;0;5;0;100;804;8,04;366;3,66;227;63;45;11;7;6815;6815;57;57;63;63;4;0;0;3,4;3,4;12,8;12,8;120;1;1;270
5;2;1;1;6;22;3,67;18;14;4;0;15;0;0;5;3;0,6;12655;2531;13;41;4;0;0;4;2;0;7;0;56;52;4;77;1,38;0;0;0;0;51;2926;57;195;3,82;88;198;141;25;32;1243;1243;7;7;19;19;3;1;1;8,6;8,6;10,2;10,2;26;1;1;258
0;0;0;0;1;-1;-1;5;5;0;0;3;0;0;3;4;1,33;2189;729,67;10;290;14;65;22;5;7;6;0;4;42;26;16;43;1,02;21;0;20;1;92;4256;46;266;2,89;261;379;287;65;27;272;272;0;0;3;3;1;0;0;9,3;9,3;12,3;12,3;3;1;1;385
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;271;4;22;8;11;3;3;9;2;37;31;6;127;3,43;57;4;42;7;85;22756;268;653;7,68;235;306;160;116;30;2080;1040;1;2;21;10,5;2,5;3;1,5;8,3;4,15;19,5;9,75;23;1;1;930
2;1;0;0;54;45;0,83;59;37;19;3;80;2;0,03;56;67;1,2;169135;3020,27;79;29;31;7;1;16;2;1;11;3;100;71;29;220;2,2;4;0;4;0;100;18929;189;627;6,27;223;342;157;116;69;3925;1962,5;0;0;181;90,5;1;13;6,5;10,2;5,1;54;27;181;1;1;1641
8;5;1;1;6;5;0,83;3;3;0;0;3;2;0,67;0;0;0;0;0;13;702;24;152;276;27;7;20;17;13;100;81;19;478;4,78;158;12;125;18;100;17452;175;559;5,59;223;1092;726;233;133;4576;1144;0,25;1;68;17;1,5;2;0,5;12,4;3,1;48,9;12,23;69;1;1;1307
0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;-2;-2;73;73;3;588;15;16;3;32;12;3;17;13;100;85;15;423;4,23;0;0;0;0;100;196;1,96;118;1,18;220;63;56;5;2;98501;32833,67;9,67;29;594;198;4;130;43,33;8,7;2,9;64,2;21,4;623;1;1;2353
8;5;0;3;1;0;0;5;5;0;0;10;0;0;9;7;0,78;3481;386,78;10;92;17;67;18;6;1;1;3;3;100;83;17;115;1,15;0;0;0;0;100;1134;11,34;157;1,57;200;1226;1131;83;12;12542;6271;49,5;99;282;141;2;9;4,5;48,1;24,05;194,3;97,15;381;1,5;1;203
6;3;2;1;7;27;3,86;9;6;3;0;4;6;1,5;0;0;0;0;0;13;97;0;0;0;8;0;0;5;0;63;1;62;14;0,22;216;49;62;51;21;1360;65;42;2;58;7;0;1;6;2037;2037;3;3;79;79;3;4;4;32,3;32,3;16,2;16,2;82;1;1;133
1;1;0;0;142;98;0,69;32;19;12;1;458;105;0,23;35;26;0,74;15083;430,94;138;118;9;4;0;15;8;0;20;3;100;76;24;401;4,01;3;0;3;0;69;17993;261;1333;19,32;146;316;178;81;57;2509;2509;3;3;114;114;2;0;0;21,8;21,8;26;26;117;1;1;4431
1;0;0;0;3;1;0,33;6;5;1;0;2;1;0,5;0;0;0;0;0;9;137;0;0;0;2;0;0;3;0;13;7;6;116;8,92;14;0;2;11;18;1847;103;82;4,56;47;52;9;23;20;12;12;0;0;0;0;1;0;0;0;0;4;4;0;1;1;104
0;0;0;0;1;0;0;2;2;0;0;4;1;0,25;6;0;0;374;62,33;15;438;4;6;0;39;4;0;18;4;15;1;14;105;7;78;7;43;22;69;24936;361;603;8,74;186;274;231;16;27;1552;776;0;0;117;58,5;1;0;0;1,8;0,9;57,8;28,9;117;1;1;3410
0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;1282;1;0;0;34;1;0;9;0;79;40;39;370;4,68;54;0;54;0;49;709;14;67;1,37;151;146;7;25;114;2963;1481,5;0,5;1;27;13,5;2,5;1;0,5;0,8;0,4;4,6;2,3;28;1;1;78
48;8;27;12;1;73;73;6;3;3;0;0;0;0;0;0;0;0;0;4;1941;88;326;30;42;16;10;5;23;100;70;30;92;0,92;0;0;0;0;100;290;2,9;123;1,23;239;586;533;44;9;394;394;0;0;7;7;1;0;0;25,4;25,4;6,7;6,7;7;1;1;142
0;0;0;0;1;-2;-2;3;3;0;0;1;0;0;0;0;0;0;0;2;540;37;16;0;41;27;0;28;14;100;92;8;202;2,02;1;0;1;0;100;3840;38;426;4,26;269;179;150;22;7;3866;3866;0;0;74;74;1;1;1;12,3;12,3;24,2;24,2;75;1;4;411
0;0;0;0;1;3;3;2;2;0;0;0;0;0;0;0;0;0;0;2;61;5;5;3;14;5;3;2;3;100;76;24;385;3,85;0;0;0;0;100;2009;20;149;1,49;192;179;93;69;17;2299;2299;3;3;67;67;3;3;3;2;2;16,1;16,1;70;1;1;698
0;0;0;0;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;3;6061;4;1;0;17;3;0;6;1;77;72;5;150;1,95;3;0;3;0;100;4066;41;316;3,16;149;187;124;62;1;89;89;0;0;0;0;1;0;0;0;0;5;5;0;1;1;346
1;1;0;0;4;1;0,25;10;9;1;0;7;0;0;3;0;0;5671;1890,33;8;464;2;1;0;7;2;0;3;1;30;24;6;93;3,1;1;0;1;0;27;1848;68;178;6,59;120;11;11;0;0;8630;8630;2540;2540;1614;1614;3;41;41;4,5;4,5;2;2;4154;1;1;425
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;235;3;41;35;8;1;5;4;5;42;38;4;45;1,07;4;0;4;0;48;3349;70;187;3,9;99;391;266;109;16;6284;6284;193;193;148;148;5;11;11;7,9;7,9;24,3;24,3;341;1;1;93
0;0;0;0;2;2;1;7;7;0;0;2;0;0;2;5;2,5;2043;1021,5;11;3871;123;2048;153;114;63;31;74;105;100;64;36;110;1,1;9;0;9;0;100;512;5,12;48;0,48;232;472;457;13;2;370;185;0;0;2;1;1;0;0;11,9;5,95;3,5;1,75;2;1;1;1071
2;1;1;0;9;7;0,78;6;6;0;0;16;1;0,06;2;0;0;106;53;13;9;1;0;0;5;1;0;2;0;9;9;0;28;3,11;1;0;0;0;31;645;21;61;1,97;70;37;27;4;6;18939;18939;125;125;229;229;5;5;5;21,8;21,8;5,2;5,2;354;1;1;15
1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;173;2;0;1;5;1;1;2;0;100;58;42;154;1,54;14;0;14;0;100;649;6,49;159;1,59;237;138;89;6;43;41;41;0;0;0;0;1;0;0;19,6;19,6;2;2;0;1;1;43
0;0;0;0;1;25;25;10;7;3;0;3;0;0;1;1;1;1371;1371;8;955;74;171;333;46;22;28;18;30;100;67;33;219;2,19;0;0;0;0;100;4924;49;290;2,9;273;747;592;129;26;275;275;2;2;4;4;3;0;0;8,6;8,6;6,8;6,8;6;1;1;1264
0;0;0;0;3;1;0,33;1;1;0;0;1;0;0;0;0;0;0;0;8;214;17;23;2;10;13;2;15;8;100;96;4;387;3,87;32;0;28;0;35;510;15;47;1,34;92;224;150;35;39;74;74;0;0;2;2;1;0;0;1,3;1,3;2,3;2,3;2;1;1;38
0;0;0;0;47;20;0,43;14;11;3;0;53;7;0,13;8;-1;-0,13;4060;507,5;76;2527;83;83;109;79;24;28;10;26;100;82;18;133;1,33;12;0;12;0;100;3907;39;427;4,27;255;682;525;121;36;10432;10432;0;0;50;50;1;0;0;12,2;12,2;27,1;27,1;50;1;1;286
1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;124;124;4;189;17;25;58;3;2;3;0;2;100;97;3;263;2,63;0;0;0;0;100;41;0;130;1,3;281;264;217;36;11;1258;1258;5;5;36;36;4;0;0;12,7;12,7;16,3;16,3;41;1;1;25
0;0;0;0;9;17;1,89;16;10;6;0;8;10;1,25;4;21;5,25;16971;4242,75;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;29346;293;880;8,8;264;581;391;160;30;12472;12472;0;0;178;178;1;10;10;5;5;55,9;55,9;178;1;1;4521
100;63;14;0;22;161;7,32;136;70;52;14;45;95;2,11;40;616;15,4;758291;18957,28;96;57;0;1;0;15;0;0;9;1;23;22;1;135;5,87;22;0;22;0;65;1419;22;131;2,02;153;75;6;14;55;11459;11459;46;46;44;44;4;0;0;5,3;5,3;140,5;140,5;90;1;1;383
2;2;0;0;1;1;1;3;3;0;0;0;0;0;0;0;0;0;0;2;82;1;8;0;13;1;0;6;4;9;5;4;14;1,56;0;0;0;0;31;3220;104;146;4,71;31;89;79;6;4;168;168;0;0;15;15;1;0;0;8,2;8,2;16,5;16,5;15;1;1;216
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;1;15;10;5;53;3,53;11;1;9;0;21;9224;439;540;25,71;49;33;1;19;13;15163;15163;285;285;193;193;4;25;25;1,7;1,7;20,5;20,5;478;1;1;1351
0;0;0;0;2;1;0,5;5;4;1;0;5;0;0;3;-2;-0,67;3698;1232,67;12;369;93;98;83;7;8;9;10;11;100;72;28;321;3,21;12;1;11;0;55;52940;963;2055;37,36;152;909;625;246;38;1002;1002;0;0;51;51;1;0;0;28,2;28,2;11,4;11,4;51;1;1;2993
0;0;0;0;13;47;3,62;23;17;6;0;33;1;0,03;11;15;1,36;11565;1051,36;40;258;0;1;1;5;0;1;3;1;76;67;9;243;3,2;38;0;37;0;82;1843;22;140;1,71;347;29;25;2;2;1263;1263;7;7;13;13;2;0;0;13,6;13,6;7,7;7,7;20;1;1;423
0;0;0;0;4;19;4,75;9;6;3;0;8;11;1,38;0;0;0;0;0;8;55;0;0;0;7;0;0;3;0;5;5;0;7;1,4;0;0;0;0;27;1132;42;85;3,15;48;43;28;6;9;14205;14205;494;494;33;33;3;70;70;0,6;0,6;1,2;1,2;527;1;1;126
87;19;45;11;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;3;1341;4;250;37;30;3;8;22;22;37;29;8;132;3,57;39;0;37;0;100;17589;176;454;4,54;239;2048;1428;529;91;64990;64990;3;3;687;687;3;112;112;9,8;9,8;13,2;13,2;690;1;1;347
2;1;0;0;87;356;4,09;59;34;25;0;148;60;0,41;1;1;1;2219;2219;96;101;0;1;1;8;0;1;1;1;77;8;69;78;1,01;15;0;13;0;25;2424;97;128;5,12;61;87;46;24;17;175512;175512;2892;2892;819;819;4;483;483;1;1;2,1;2,1;3711;1;1;778
0;0;0;0;6;8;1,33;4;4;0;0;4;0;0;0;0;0;0;0;11;159;15;9;1;7;2;1;7;2;15;10;5;1;0,07;1;0;0;0;26;441;17;77;2,96;51;76;27;35;14;10014;10014;12;12;232;232;5;3;3;10,1;10,1;50,2;50,2;244;1;1;41
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;289;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;11;221;20;6;0,55;34;1;0;1;0;6495;6495;11;11;243;243;4;13;13;21,2;21,2;19,3;19,3;254;1;1;43
0;0;0;0;274;430;1,57;253;141;90;22;1072;161;0,15;264;332;1,26;812649;3078,22;297;296;0;1;0;17;0;0;9;1;88;35;53;8;0,09;0;0;0;0;83;1431;17;80;0,96;136;6;1;5;0;472;472;0;0;10;10;1;0;0;4,5;4,5;12;12;10;1;1;57
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;44;36;8;77;1,75;32;0;32;0;8;5029;629;126;15,75;10;124;97;27;0;470;470;2;2;1;1;3;0;0;32,2;32,2;1;1;3;1;1;868
0;0;0;0;2;-1;-0,5;6;6;0;0;6;0;0;1;0;0;29;29;8;0;0;0;2;0;0;1;9;0;7;6;1;7;1;2;0;2;0;54;3936;73;232;4,3;143;22;14;4;4;584;584;8;8;13;13;4;0;0;20,8;20,8;1;1;21;1;1;318
1;1;0;0;4;6;1,5;8;7;1;0;1;1;1;2;1;0,5;5910;2955;12;2;0;1;0;2;0;0;1;1;31;27;4;202;6,52;5;0;5;0;57;1056;19;89;1,56;88;119;77;37;5;6900;6900;9;9;147;147;3;3;3;6,5;6,5;46,2;46,2;156;1;1;70
0;0;0;0;7;1;0,14;9;9;0;0;14;1;0,07;14;-2;-0,14;1490;106,43;35;260;41;15;8;12;2;2;3;1;100;49;51;117;1,17;12;0;11;1;81;824;10,17;130;1,6;190;115;62;21;32;755;755;1;1;7;7;5;0;0;24,7;24,7;21,8;21,8;8;1;1;42
1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;592;19;98;238;63;15;27;28;33;100;92;8;838;8,38;239;0;237;0;100;433;4,33;89;0,89;207;94;67;15;12;21;21;0;0;0;0;1;0;0;4,5;4,5;0,5;0,5;0;1;1;1279
0;0;0;0;6;5;0,83;5;5;0;0;3;1;0,33;1;0;0;11;11;9;462;1;3;0;15;1;0;15;3;8;6;2;6;0,75;3;0;3;0;28;1590;57;74;2,64;68;30;1;8;21;513;513;2;2;17;17;4;0;0;14,8;14,8;32;32;19;1;1;59
87;6;57;0;11;14;1,27;20;13;6;1;4;0;0;8;1;0,13;29354;3669,25;39;88;5;0;0;4;5;0;1;0;38;19;19;67;1,76;2;1;1;0;21;684;33;62;2,95;50;8;2;1;5;662;662;10;10;4;4;3;0;0;2,5;2,5;1;1;14;1;1;42
3;1;1;1;1;0;0;2;2;0;0;0;0;0;1;1;1;32;32;1;9;1;1;0;3;1;0;0;1;100;62;38;242;2,42;0;0;0;0;32;997;31;105;3,28;77;97;48;26;23;563;563;2;2;29;29;3;0;0;26,6;26,6;8,3;8,3;31;1;1;43
2;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;661;0;27;14;18;0;3;13;8;2;1;1;26;13;2;0;2;0;36;632;18;47;1,31;89;81;46;10;25;282;282;1;1;3;3;3;4;4;0;0;8,7;8,7;4;1;1;32
0;0;0;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;16;13;3;53;3,31;29;0;28;1;20;2303;115;36;1,8;52;103;31;40;32;1718;1718;5;5;14;14;4;11;11;11,5;11,5;17,8;17,8;19;1;1;62
5;3;1;1;10;14;1,4;20;16;4;0;28;17;0,61;10;12;1,2;6992;699,2;43;0;2;0;0;0;2;0;0;0;15;9;6;100;6,67;3;0;3;0;24;847;35;128;5,33;57;4;1;0;3;1596;1596;1;1;347;347;3;4;4;44,8;44,8;26,7;26,7;348;2;1;278
1;1;0;0;4;2;0,5;3;3;0;0;2;0;0;0;0;0;0;0;14;131;0;124;224;9;0;8;2;9;34;26;8;114;3,35;4;0;4;0;100;4741;47;123;1,23;177;215;125;67;23;135;135;0;0;3;3;1;0;0;0;0;1,2;1,2;3;1;1;2112
0;0;0;0;10;-2;-0,2;6;6;0;0;6;0;0;1;0;0;666;666;13;307;6;48;13;22;5;4;29;7;19;12;7;56;2,95;2;0;2;0;87;8454;97;470;5,4;167;142;113;6;23;147;147;0;0;6;6;1;0;0;25,4;25,4;23;23;6;1;1;128
0;0;0;0;2;-1;-0,5;1;0;1;0;1;0;0;1;0;0;112;112;7;10;3;0;0;3;2;0;8;0;19;11;8;62;3,26;2;0;2;0;100;8142;81;325;3,25;372;91;61;12;18;370;370;0;0;12;12;1;0;0;21,6;21,6;40;40;12;1;1;1404
1;1;0;0;5;14;2,8;8;7;1;0;1;0;0;0;0;0;0;0;16;59;1;5;0;14;1;0;6;5;31;25;6;45;1,45;5;0;5;0;98;3910;40;192;1,96;158;124;95;18;11;1394;1394;0;0;3;3;1;0;0;6,4;6,4;18,2;18,2;3;1;1;412
1;0;0;0;2;1;0,5;13;13;0;0;50;6;0,12;11;12;1,09;7501;681,91;19;19;0;0;0;1;0;0;0;0;13;11;2;25;1,92;0;0;0;0;38;400;10,53;76;2;91;6;2;4;0;272562;272562;237431;237431;101715;101715;5;432;432;4,8;4,8;9,5;9,5;339155;2;5;62
1;1;0;0;1;1;1;11;10;1;0;15;2;0,13;10;6;0,6;9482;948,2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;713;16;134;2,91;85;24;1;8;15;1847;1847;2;2;31;31;3;2;2;13,5;13,5;4;4;33;1;1;41
0;0;0;0;2;1;0,5;6;6;0;0;7;1;0,14;2;1;0,5;811;405,5;5;0;0;0;1;0;0;1;0;0;100;85;15;315;3,15;3;0;3;0;100;384;3,84;117;1,17;141;320;284;29;7;1206;603;0;0;11;5,5;1;0;0;0,2;0,1;95,5;47,75;11;1;1;393
1;0;0;0;11;11;1;8;6;2;0;5;0;0;4;2;0,5;304;76;22;23;3;0;4;5;3;1;4;0;100;97;3;48;0,48;0;0;0;0;52;7982;154;366;7,04;99;386;312;63;11;20172;20172;334;334;291;291;4;11;11;8,3;8,3;75,8;75,8;625;1;1;548
2;0;0;0;1;1;1;9;9;0;0;1;1;1;2;2;1;1547;773,5;6;119;0;0;0;6;0;0;1;0;7;7;0;29;4,14;0;0;0;0;24;5146;214;117;4,88;80;157;113;31;13;4658;4658;3;3;258;258;3;0;0;30,9;30,9;757;757;261;1;1;250
3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;1348;25;212;82;67;9;7;57;22;100;86;14;509;5,09;1;0;1;0;100;2731;27;127;1,27;262;341;169;71;101;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;812
77;11;30;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;349;12;7;0;22;6;0;7;6;100;71;29;187;1,87;3;0;3;0;100;888;8,88;264;2,64;169;113;52;47;14;283;283;0;0;1;1;1;0;0;8,1;8,1;43;43;1;1;1;351
0;0;0;0;1;0;0;5;4;1;0;4;3;0,75;2;11;5,5;3870;1935;6;80;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;233;78;23;7,67;6;11;7;2;2;9483;9483;80;80;475;475;5;19;19;14,2;14,2;23,3;23,3;555;1;1;51
73;20;35;17;4;2;0,5;2;2;0;0;0;0;0;0;0;0;0;0;11;7;0;0;0;3;0;0;3;0;1;1;0;1;1;0;0;0;0;15;2976;198;86;5,73;13;2;1;0;1;95;95;3;3;0;0;3;0;0;2,1;2,1;3,5;3,5;3;1;1;786
4;2;0;2;4;1;0,25;2;2;0;0;1;0;0;0;0;0;0;0;9;168;6;0;0;9;4;0;8;0;13;10;3;42;3,23;1;0;0;0;15;1998;133;107;7,13;24;18;9;3;6;52;52;0;0;1;1;1;0;0;1,9;1,9;7;7;1;1;1;281
2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;116;4;1;3;3;1;1;1;1;22;14;8;34;1,55;9;0;5;0;9;906;101;65;7,22;7;35;23;6;6;73;73;0;0;0;0;1;0;0;0;0;2,4;2,4;0;1;1;44
6;3;0;1;10;12;1,2;10;9;1;0;20;5;0,25;0;0;0;0;0;12;760;35;131;78;52;18;25;7;38;100;76;24;306;3,06;40;0;36;4;43;4285;100;301;7;100;313;239;47;27;110;55;0;0;7;3,5;1;0;0;27;13,5;23;11,5;7;1;1;2030
5;4;0;1;1;0;0;5;5;0;0;12;0;0;5;-3;-0,6;902;180,4;11;1386;40;274;71;55;7;39;10;55;100;85;15;360;3,6;54;0;53;0;100;5792;58;323;3,23;211;1170;1101;56;13;232;46,4;0;0;3;0,6;1;0;0;108,6;21,72;51,7;10,34;3;1;1;719
1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;846;10;166;62;45;8;14;17;36;100;79;21;333;3,33;20;2;18;0;100;492;4,92;89;0,89;237;144;125;18;1;363;363;8;8;0;0;3;2;2;0;0;1;1;8;1;1;206
0;0;0;0;1;11;11;5;3;2;0;0;0;0;0;0;0;0;0;4;905;0;84;2;26;0;2;8;14;12;11;1;24;2;3;0;0;0;67;15429;230;457;6,82;223;251;217;30;4;74;74;0;0;0;0;1;0;0;11,9;11,9;3;3;0;1;1;1103
0;0;0;0;3;3;1;39;26;12;1;36;0;0;19;36;1,89;59458;3129,37;53;988;77;50;51;46;27;7;16;28;100;74;26;301;3,01;68;3;58;5;78;5605;72;262;3,36;187;164;114;10;40;664;73,78;0,22;2;9;1;1,22;0;0;40,3;4,48;63,8;7,09;11;1;1;176
14;9;4;1;8;3;0,38;53;35;18;0;217;20;0,09;81;96;1,19;80728;996,64;144;22;1;5;0;4;1;0;0;2;4;1;3;2;0,5;0;0;0;0;8;1114;139;62;7,75;21;94;93;0;1;72;72;0;0;2;2;1;0;0;8,9;8,9;9,5;9,5;2;1;1;111
